Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10,Overall Match Percentage
,2,2,0,2,"MS-Office, VS Code, Bioinformatics, Business Analysis, C Programming, C++ Programming, CSS, Data Analytics, Data Science, Deep Learning, Git, GitHub, Google Analytics, HTML, JavaScript, Machine Learning, Python, SQL",24,Bachelor of Technology (B.Tech),Bioengineering,2023,,8.37/10,97.00/97.00,10.00/10.00,100.0
,2,1,0,0,"Java, Data Analytics, Data Science, Python, SQL, GitHub, Machine Learning",24,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,7.55/10,,7.50/7.50,7.63/7.63,75.0
,2,2,0,0,"Machine Learning, MySQL, Python, Data Science, Django",24,B.Tech,Mechanical Engineering,2021,,,,,75.0
,1,2,0,0,"Bengali Proficiency (Spoken), Bengali Proficiency (Written), English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Adobe Photoshop, C Programming, MS-Excel, MS-Office, Machine Learning, Physics, Video Editing, C++ Programming, Data Analytics, Ethical Hacking, Python, Social Media Marketing",24,B.Tech (Hons.),Computer Sciene And Engineering,2024,,,,,87.5
,3,2,0,0,"Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, Data Analytics, MS-Excel, Machine Learning, SQL, Statistics",24,B.Tech,Information Technology,2019,,6.23/10,91.40/91.40,10.00/10.00,75.0
,3,2,2,2,"Data Structures, Java, Python, C Programming, Computer Vision, Data Analytics, Data Science, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Power BI, SQL, Statistics, Django, MS-Excel",24,B.Tech,Computer Science,2025,,9.10/10,91.00/91.00,,100.0
,3,3,3,3,"Computer Vision, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Artificial Intelligence, Flask, MySQL",24,Bachelor of Science (B.Sc),Computer Science,2022,,7.50/10,,,75.0
,3,3,2,2,"Accounting, Client Relationship, Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Financial Modeling, MS-Excel, MS-Office, Machine Learning, OpenCV, Power BI, Python, SQL, Statistics, Tableau, Tally, Time Management, Business Research, Data Science, Deep Learning, Natural Language Processing (NLP), Research and Analytics",24,Bachelor of Business Administration (B.B.A.),Data Analytics,2023,,85.20/100,,,75.0
,2,0,0,0,"English Proficiency (Spoken), MS-Excel, MS-PowerPoint, MS-Word, C Programming, C++ Programming, MySQL, Python, R Programming, Data Science, LibreOffice, SAS",24,Master of Technology (M.Tech),Computer Science & Engineering,2024,8.00/10,8.50/10,,,75.0
,2,2,0,2,"MS-Excel, Mathematics, Algorithms, C Programming, Data Structures, Deep Learning, Machine Learning, Neural Networks, Python",24,Bachelor of Computer Applications (BCA) (Hons.),Minor Specialization In AI & ML (Hons.),2024,,,93.00/93.00,90.80/90.80,87.5
,2,2,1,2,"C Programming, Computer Vision, Data Science, Data Structures, Deep Learning, Django, Flask, MATLAB, Machine Learning, Neural Networks, Python, SQL, Natural Language Processing (NLP)",24,Bachelor of Engineering (B.E),Electronics And Communication Engineering (ETE),2023,,,91.80/91.80,9.70/9.70,100.0
,2,1,1,1,"Python, Artificial Intelligence, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP)",24,Master of Technology (M.Tech),,2024,8.34/10,,,,75.0
,2,2,1,2,"Data Analytics, Data Science, Deep Learning, Java, Machine Learning, PostgreSQL, Python, Tableau, C Programming, HTML, Natural Language Processing (NLP), OpenCV",24,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2023,,7.80/10,9.42/9.42,9.30/9.30,100.0
,2,2,0,0,"Data Science, Machine Learning, Python",24,Master of Technology (M.Tech),Datascience,2023,,,,,75.0
,2,2,1,2,"Content Writing, English Proficiency (Spoken), English Proficiency (Written), C Programming, CSS, Canva, Data Structures, Deep Learning, HTML, JavaScript, MATLAB, MS-Excel, MS-Office, Machine Learning, Neural Networks, Python, Natural Language Processing (NLP)",24,Bachelor of Technology (B.Tech),"Computer Science & Engineering, Specializing In Ai & ML",2024,,9.00/10,75.30/75.30,82.00/82.00,87.5
,2,2,0,1,"Mathematics, Algorithms, Creative Writing, Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, Python, SQL, Tableau, Artificial intelligence, Cloud Computing, Deep Learning",24,Integrated M.Sc.,Data Science,2024,,8.80/10,9.75/9.75,9.70/9.70,75.0
,3,3,0,0,"Database Management System (DBMS), Machine Learning, Python, Artificial Intelligence, Data Science",24,B.Tech,Computer Science & Engineering,2023,6.60/10,,81.00/81.00,85.00/85.00,75.0
,3,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Python, Arduino, Autodesk Fusion 360, C Programming, C++ Programming, Machine Learning, Mathematics, Raspberry Pi, MATLAB",24,B.Tech,Mechatronics,2024,,8.20/10,8.30/8.30,8.90/8.90,75.0
,1,1,1,0,"C Programming, CSS, HTML, Java, JavaScript, OpenCV, Arduino, Artificial Intelligence, Image Processing, Internet of Things (IoT), MATLAB, Machine Learning, Natural Language Processing (NLP), Python",24,Bachelor of Technology (B.Tech),Cse(Artificial Intelligence And Machine Learning),2024,,,81.00/81.00,,75.0
,2,1,0,0,"MS-Word, C Programming, C++ Programming, GitHub, Java, MS-Excel, MS-Office, MS-PowerPoint, Python, HTML, JavaScript, Machine Learning, MySQL",24,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,,9.20/10,,61.30/61.30,75.0
,1,1,1,1,"Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",24,B.Tech,Computer Science & Engineering,2025,2.00/9,,,,75.0
,2,2,0,1,"English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, Blogging, C Programming, C++ Programming, CSS, Canva, Creative Writing, Data Analytics, Data Science, Data Structures, HTML, JavaScript, MS-Excel, Machine Learning, MySQL, Python, SQL, Deep Learning, Node.js, Power BI, ReactJS, Social Media Marketing",24,B.Tech,computer science,2024,,9.55/10,92.60/92.60,94.40/94.40,100.0
,3,2,1,1,"Android, C++ Programming, Figma, Kotlin, MS-Excel, Mathematics, OpenCV, Python, User Interface (UI) Development, VS Code, Windows Mobile Application Development, Algorithms, Animation, Arduino, Artificial Intelligence, AutoCAD, Business Research, C#, Computer Vision, Data Analytics, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Firebase, Firebase Cloud Messaging, GitHub, HTML, Machine Learning, MySQL, Neural Networks, Node.js, Power BI, R Programming, Research and Analytics, Robot Operating System (ROS), SQL, Search Engine Optimization (SEO), Statistical Modeling, UI & UX Design, Unity 3D, Wireframing, XML, Adobe After Effects, Bootstrap, C Programming, CSS, CakePHP, Database Management System (DBMS), Deep Learning, Django, Flutter, Hibernate (Java), Java, JavaScript, MongoDB, Natural Language Processing (NLP), PHP, REST API, React Native, ReactJS, Swing (Java), TypeScript",24,B.Tech,Artificial Intellience & Data Science,2025,,,95.00/95.00,93.00/93.00,100.0
,2,2,1,2,"Data Analytics, Data Science, Data Structures, Deep Learning, Machine Learning, Python, Natural Language Processing (NLP)",24,Integrated M.Sc.,,2025,,,,,75.0
,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Data Analytics, Data Science, Deep Learning, Git, MS-Excel, Machine Learning, Mathematics, MongoDB, Power BI, Python, Statistics, Tableau, SQL",24,B.Tech,Mechanical Engineering,2022,,8.74/10,68.40/68.40,7.40/7.40,75.0
,2,2,3,3,"Deep Learning, Natural Language Processing (NLP), Neural Networks, Amazon Web Services (AWS), C++ Programming, Data Analytics, Data Science, Machine Learning, Python, Teaching",24,B.Tech,Electronics and Communication,2025,,,,,100.0
,2,1,0,2,"Computer Vision, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Neural Networks, OpenCV, Python, Java, JavaScript, Machine Learning",24,B.Tech,Electronics and Communication,2023,,6.59/10,9.94/9.94,9.70/9.70,75.0
,2,2,0,2,"Data Science, Deep Learning, English Proficiency (Written), Java, Machine Learning, MySQL, Python, MS-Office",24,,Data Science,2023,,,,,75.0
,1,1,0,0,"HTML, PHP, Bootstrap, C Programming, CSS, Git, Git Bash, GitHub, JavaScript, MySQL, Vue Js, C++ Programming, Java, Machine Learning, Python, ReactJS",24,Integrated B.Tech & M.Tech,computer science,2025,,,,,75.0
,2,1,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Word, Adobe Premiere Pro, C Programming, C++ Programming, CSS, Data Science, Data Structures, Flutter, GitHub, HTML, Java, MS-Excel, Power BI, Python, SQL, Tableau, Data Analytics, Machine Learning, Microsoft Azure, PHP, Software Testing, XML",24,Bachelor of Science (B.Sc),computer science,2023,,8.60/10,,10.00/10.00,100.0
,2,2,0,2,"Algorithms, Artificial intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, GitHub, Image Processing, Linux, Machine Learning, Neural Networks, OpenCV, Python, C++ Programming",24,PG Diploma in Data Science,Data Science,2022,7.80/10,7.00/10,6.10/6.10,7.60/7.60,100.0
,2,2,2,2,"C Programming, C++ Programming, CSS, Computer Networking, Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, HTML, Image Processing, JavaScript, MATLAB, MS-Excel, MS-Office, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, Python",24,B.Tech,Electronics and Communication,2023,,7.74/10,93.50/93.50,8.80/8.80,87.5
,1,2,0,0,"MS-Excel, Machine Learning, MySQL, Data Science, Database Management System (DBMS), Python, Tableau",24,,Data Science,2023,,8.00/8,,,75.0
,2,0,0,0,"HTML, C Programming, CSS, Data Science, Data Structures, Flutter, JavaScript, MATLAB, Python, C++ Programming",21,B.Tech,Computer Science & Engineering,2025,8.62/10,,99.83/99.83,99.04/99.04,75.0
,1,2,0,1,"CSS, Data Analytics, Data Science, HTML, Machine Learning, MongoDB, MySQL, SQL, Computer Vision, Deep Learning, Java, Python, Spring MVC",24,B.Tech,Data Science Engineering,2025,,,,,75.0
,1,2,1,1,"Effective Communication, Figma, MS-Office, Machine Learning, Market Research, Amazon Web Services (AWS), Cloud Computing, Computer Vision, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, Google Analytics, Internet of Things (IoT), Java, MS-Excel, Natural Language Processing (NLP), Python, React Native, ReactJS, SQL, Statistical Modeling, UI & UX Design",24,B.Tech,Computer Science & Engineering,2024,,,75.38/75.38,89.20/89.20,75.0
,3,3,2,3,"Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Amazon Web Server (AWS), Computer Vision, Data Analytics, Data Science, JavaScript, MS SQL Server, MongoDB, Natural Language Processing (NLP), OpenCV, Power BI",24,Bachelor of Technology (B.Tech),Information Technology,2024,,8.03/10,,,75.0
,3,2,0,0,"Data Analytics, MS-Excel, Python, Data Science, MS-Office, Machine Learning, MySQL, SQL, Java, Power BI, Statistics",24,Bachelor of Science (B.Sc),Information Technology,2022,,9.35/10,5.70/5.70,,75.0
,2,2,0,0,"SQL, Data Analytics, Data Science, Data Structures, Machine Learning, Python, Statistics",24,B.Tech,computer science,2024,,8.91/10,9.47/9.47,9.63/9.63,75.0
,2,2,0,2,"C++ Programming, CSS, HTML, Java, Deep Learning, JavaScript, Machine Learning, Python, Tableau, Tailwind CSS, AJAX, MySQL",24,Integrated B.Tech,computer science,2024,3.43/4,,,78.00/78.00,75.0
,2,2,0,0,"Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, MySQL, Python",24,Bachelor of Technology (B.Tech),Artificial Intelligence And Data Science,2024,,8.93/10,78.20/78.20,81.00/81.00,75.0
,3,2,0,2,"Data Structures, MS-Excel, Power BI, Python, SQL, Tableau, Data Analytics, Data Science, Deep Learning, Machine Learning",24,Bachelor of Engineering (B.E),Computer Science & Engineering,2023,,8.60/10,66.00/66.00,90.20/90.20,75.0
,2,3,3,3,"Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, MS-Word, Machine Learning, Natural Language Processing (NLP), SQL, Neural Networks, Power BI, Python, Tableau",24,B.Tech,Computer Science & Engineering,2024,8.25/10,,,,75.0
,3,2,2,2,"Python, Artificial Intelligence, Data Analytics, Data Science, Deep Learning, Git, GitHub, Machine Learning, Natural Language Processing (NLP), Neural Networks, PostgreSQL, Power BI, SQL, Statistics, Tableau, Data Structures",24,Master Of Science,Organic Chemistry,2023,6.50/10,,,,75.0
,2,2,0,0,"C++ Programming, CSS, Data Structures, HTML, MongoDB, Node.js, ReactJS, Amazon Web Services (AWS), Artificial Intelligence, Data Analytics, Django, Git Bash, GitHub, Java, JavaScript, Machine Learning, Python, UI & UX Design",24,B.Tech,Computer Science & Engineering,2023,,8.50/10,,,87.5
,3,2,0,2,"CSS, HTML, MySQL, Python, VS Code, C Programming, Data Analytics, Deep Learning, Git, JavaScript, Linux, Machine Learning, Node.js, Unix, User Interface (UI) Development",24,Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,,9.09/10,88.40/88.40,89.20/89.20,87.5
,2,3,3,2,"Machine Learning, Natural Language Processing (NLP), SQL, Algorithms, C++ Programming, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS-Excel, MySQL, Python, REST API, SQLite, Computer Vision",24,B.Tech,Instrumentation and Control Engineering,2023,,7.05/10,70.00/70.00,7.20/7.20,100.0
,2,2,2,2,"Computer Vision, English Proficiency (Spoken), English Proficiency (Written), MATLAB, MySQL, Neural Networks, PostgreSQL, SQL, VHDL, Amazon Web Services (AWS), Arduino, Artificial intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling, Statistics, Verilog, Android, Internet of Things (IoT), R Programming",24,B.Tech,Electronics and Communication,2024,,8.80/10,93.60/93.60,,100.0
,1,1,1,1,"Business Analysis, Canva, Data Analytics, MS-Word, MySQL, SQL, Artificial Intelligence, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, Java, Linux, MS-Excel, MS-Office, Power BI, Tableau, Data Science, Deep Learning, Email Marketing, Jira, MS SQL Server, Machine Learning, Natural Language Processing (NLP), Product Management, Project Management, Python, R Programming, Research and Analytics, Rust, Social Media Marketing",24,B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),,2024,,,93.33/93.33,,100.0
,2,2,0,1,"AutoCAD, English Proficiency (Spoken), MS-Excel, Adobe Photoshop, British English, Content Writing, Data Analytics, Digital Marketing, English Proficiency (Written), Facebook Marketing, Instagram Marketing, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Power BI, Python, SQL, Sales, Social Media Marketing, WordPress, Business Analysis, Data Science, Data Structures, Deep Learning",24,Bachelor of Technology (B.Tech),Civil Engineering,2022,,8.00/10,,,75.0
,3,1,0,0,"C Programming, English Proficiency (Spoken), Python, C++ Programming, CSS, English Proficiency (Written), HTML, Java, Artificial Intelligence, Machine Learning",24,Bachelor of Engineering (B.E),Computer Technology,2025,,,91.00/91.00,87.00/87.00,75.0
,2,2,0,0,"Adobe Photoshop, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), MS-Word, Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Artificial intelligence, C Programming, C++ Programming, CSS, CorelDRAW, Event Management, GitHub, HTML, Hindi Proficiency (Spoken), Instagram Marketing, MS-Excel, MS-Office, Machine Learning, Mathematics, Python, Video Editing, XML, Amazon Web Services (AWS), Blockchain, Django, Internet of Things (IoT), JavaScript, PHP, Proofreading, SCSS, Sass, WordPress",24,Bachelor of Science (B.Sc),Programming And Data Science,2025,,8.45/10,95.25/95.25,91.60/91.60,75.0
,2,2,0,1,"C++ Programming, C Programming, Computer Networking, Computer Networks, Data Analytics, Data Science, Data Structures, JavaScript, Machine Learning, Microsoft Visual Studio, Python, ReactJS, Artificial Intelligence, Deep Learning, SQL",24,Bachelor of Technology (B.Tech),Computer Science,2024,,,8.00/8.00,10.00/10.00,100.0
,3,3,3,3,"C++ Programming, Computer Vision, Data Analytics, Deep Learning, English Proficiency (Spoken), GitHub, Hindi Proficiency (Spoken), MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Natural Language Processing (NLP), Python, Stock Trading, Tableau, Artificial intelligence, Data Science, Data Structures, Django, English Proficiency (Written), MySQL, Neural Networks, PostgreSQL, Power BI, SQL, BIG DATA ANALYTICS, FastAPI, Flask, MS SQL Server, NoSQL",3,B.Tech,Artificial Intelligence And Data Science,2024,,9.25/10,86.70/86.70,93.40/93.40,100.0
,2,3,3,2,"C++ Programming, Django, English Proficiency (Written), MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), SQL, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), HTML, Java, Neural Networks, Python, Tableau, Flask, JavaScript",24,Bachelor of Engineering (B.E),computer science,2024,,,91.40/91.40,10.00/10.00,100.0
,2,1,1,0,"Python, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Flask, GitHub, Machine Learning, MySQL, Natural Language Processing (NLP), PostgreSQL, SQL",24,Master of Computer Applications (MCA),,2021,7.66/10,5.90/7,6.50/6.50,,75.0
,2,2,0,1,"Bootstrap, Data Analytics, Flask, HTML, JavaScript, Linux, MS-Office, MS-PowerPoint, MS-Word, PostgreSQL, Research and Analytics, SQL, SQLite, CSS, Client Relationship, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Database Management System (DBMS), Deep Learning, Social Media Marketing, Tableau",24,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,,,,,75.0
,2,2,0,0,"Data Science, JavaScript, Machine Learning, Python, ReactJS",24,Master of Engineering (M.E),Artificial Intelligence And Machine Learning,2024,,9.16/10,,,75.0
,2,2,0,0,"C Programming, C++ Programming, CSS, HTML, Java, Machine Learning, Python, SQL",24,B.Tech,Computer Science & Engineering,2023,,,,,75.0
,3,3,0,2,"CSS, Data Structures, HTML, Machine Learning, Python, Data Science, Database Management System (DBMS), Deep Learning, Java, MySQL, Neural Networks, SQL, Statistics",24,Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2024,,9.23/10,9.83/9.83,9.30/9.30,75.0
,2,1,0,0,"CSS, HTML, Bootstrap, CorelDRAW, JavaScript, MS-Word, Python, Video Editing, Data Science, Machine Learning, SQL",24,B.Tech,Computer Science & Engineering,2024,,,,85.00/85.00,75.0
,1,1,1,1,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Statistics, Tableau",24,Post Graduate Diploma,Data Science And Engineering,2023,,,,,75.0
,2,2,0,0,"C++ Programming, Data Structures, Machine Learning, Python, UI & UX Design",24,B.Tech,Electronics and Communication,2024,,,,,87.5
,2,2,0,0,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, MySQL, Node.js, Power BI, Python, ReactJS, Statistics",24,B.Tech,Mechanical Engineering,2024,,,,,87.5
,2,1,1,1,"HTML, Bootstrap, CSS, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), GitHub, Java, JavaScript, MS-Word, MySQL, Python, SQL, WordPress, jQuery, Android, Data Analytics, Data Science, Deep Learning, Django, Express.js, Git, LARAVEL, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, Node.js, PHP, REST API, ReactJS, Search Engine Optimization (SEO), Unix",24,B.Tech,,2024,,,,,75.0
,3,3,2,2,"Arduino, Data Analytics, Jira, MS-Excel, Machine Learning, Mathematics, MySQL, PostgreSQL, Power BI, Project Management, Python, SQL, Tableau, Data Science, Deep Learning, Natural Language Processing (NLP), OpenCV, Teaching, C++ Programming, Raspberry Pi",24,Bachelor of Technology (B.Tech),,2017,,73.00/100,,,100.0
,3,0,0,0,"Data Analytics, Python, SQL, Business Analysis, Business Research, Data Science, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Market Research, Marketing Strategies , Node.js, R Programming",24,Bachelor of Business Administration (B.B.A.),Analytics And Big Data,2024,,,,,75.0
,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Algorithms, C++ Programming, CSS, Creative Writing, Data Science, Data Structures, Deep Learning, Email Marketing, GitHub, Google Analytics, HTML, Machine Learning, Neural Networks, Python, Research and Analytics, SQL, Statistical Modeling, Tableau, Blogging, Computer Vision, Data Analytics, Flutter, Java, JavaScript, MS SQL Server, MS-Excel, Power BI",24,B.Tech,Computer Science,2023,,8.50/10,,,100.0
,2,2,2,0,"Data Science, Machine Learning, Natural Language Processing (NLP), Python, SQL",24,Bachelor of Technology (B.Tech),Information Technology,2018,,72.00/100,,,75.0
,2,1,0,1,"C Programming, C++ Programming, Data Science, Data Structures, MS-Excel, Python, Statistics, CSS, Data Analytics, Deep Learning, HTML, Internet of Things (IoT), JavaScript, Machine Learning, Neural Networks, SQL",24,Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2025,,,,,100.0
,2,1,1,0,"C Programming, C++ Programming, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, Python, Data Analytics, Machine Learning, MySQL, Natural Language Processing (NLP), Spring MVC",24,Master of Computer Applications (MCA),Computer Application,2024,8.40/10,8.00/10,,,87.5
,3,2,0,3,"Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MySQL, Neural Networks, Python, SQL, Artificial Intelligence, Computer Vision, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, PostgreSQL, R Programming",24,B.Tech,Advanced Computer Science,2025,,,,,100.0
,2,2,0,0,"Data Science, Machine Learning, MySQL, Python",24,M.Sc. Management,Data Science And Business Analysis,2023,80.00/100,7.00/10,83.30/83.30,90.00/90.00,75.0
,3,2,2,1,"Computer Vision, Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, C++ Programming, Data Analytics, Data Structures, Django, Flask, Image Processing, JavaScript, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, OpenCV, R Programming, Research and Analytics, SQL, ArcGIS, CSS, Deep Learning, HTML, Java, Neural Networks, Power BI, ReactJS",24,B.Tech,Artificial Intelligence And Data Science,2024,,,88.00/88.00,,100.0
,2,0,2,2,"English Proficiency (Written), C Programming, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, Mathematics, Natural Language Processing (NLP), Python, SQL, Statistical Modeling, CSS, Java",24,B.Tech,,2025,,,,,75.0
,1,1,0,0,"HTML, MS-Office, CSS, Data Analytics, Data Science, Django, Machine Learning, Python, SQL",24,B.Tech,Computer Science & Engineering,2023,,,,,75.0
,0,2,0,0,"Ethical Hacking, Android, C Programming, C++ Programming, CSS, HTML, Java, Kotlin, Linux, Machine Learning, Power BI, Data Science, JavaScript",24,B.Tech,Computer Science,2024,9.59/10,,95.00/95.00,9.20/9.20,75.0
,2,2,0,0,"MS-PowerPoint, Creative Writing, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Spoken), Machine Learning, MySQL, Neural Networks, Power BI, Python, Sketching, Statistical Modeling",24,B.Tech,Computer Science & Technology,2025,,,,,75.0
,2,2,0,2,"English Proficiency (Written), Algorithms, Artificial intelligence, Computer Vision, Creative Writing, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), Google Analytics, JavaScript, MS-Excel, MS-Office, Machine Learning, MySQL, PostgreSQL, Power BI, Python, SQL, Tableau",24,,Certification  IN AI AND ML,2021,,5.00/7,,,75.0
,3,2,2,0,"Data Science, MS-Excel, Power BI, Python, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java",24,M.Sc. in Data Science,,2023,,,,,100.0
,2,1,1,0,"Adobe Photoshop Lightroom CC, Adobe Premiere Pro, English Proficiency (Spoken), English Proficiency (Written), Photography, Video Editing, Video Making, Adobe After Effects, Adobe Photoshop, Algorithms, CSS, Data Analytics, Data Structures, HTML, MS-Excel, Power BI, Python, SQL, SolidWorks, Data Science, JavaScript, Machine Learning, Natural Language Processing (NLP)",24,B.Tech,,2025,,,,,75.0
,2,1,0,0,"Python, C Programming, Data Structures, Internet of Things (IoT), Java, Machine Learning",24,Bachelor of Engineering (B.E),Information Technology,2021,7.54/10,,70.92/70.92,76.40/76.40,87.5
,2,1,0,1,"HTML, MS-Excel, MS-Office, Python, Data Analytics, Data Science, Deep Learning, JavaScript, Machine Learning, R Programming",24,Master of Science (M.Sc),Artificial Intelligence,2024,8.00/10,,,,100.0
,2,2,0,1,"CSS, Data Analytics, Data Science, HTML, Machine Learning, MySQL, Python, Computer Vision, Deep Learning, Flask",24,Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,,8.80/10,87.00/87.00,,75.0
,2,1,1,1,"English Proficiency (Written), Python, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, OpenCV, SQL",24,B.Tech,Data Science,2024,,9.00/10,75.00/75.00,80.00/80.00,75.0
,2,1,0,0,"C++ Programming, CSS, Express.js, Flask, HTML, JavaScript, MongoDB, Node.js, Python, Machine Learning",24,Bachelor of Technology (B.Tech),computer science,2023,,,,,75.0
,2,2,1,2,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Computer Networks, Deep Learning, Java, Jira, Machine Learning, Mathematics, MySQL, Python, CSS, Computer Vision, Data Science, German Proficiency (Spoken), German Proficiency (Written), HTML, JavaScript, Natural Language Processing (NLP)",24,B.Tech,,2024,,8.55/10,8.00/8.00,8.40/8.40,100.0
,2,2,1,1,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, Statistics, Artificial Intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, GitHub, Image Processing, Java, MySQL, Natural Language Processing (NLP), Neural Networks, Power BI, SQL, Tableau",24,Master of Computer Science (M.C.S.),,2023,8.80/10,,,,100.0
,1,1,0,1,"Canva, English Proficiency (Spoken), English Proficiency (Written), C++ Programming, Dart, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Flutter, Java, MS SQL Server, MS-Office, Machine Learning, Power BI, Python, SQL",24,B.Tech,Data Science,2024,,,87.60/87.60,91.20/91.20,100.0
,3,3,3,2,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, Artificial intelligence, C Programming, CSS, Data Science, Data Structures, Deep Learning, HTML, MS-Excel, SQL, C++ Programming, Computer Vision, Django, Flask",24,Bachelor of Technology (B.Tech),Computer Science,2023,,8.56/10,9.94/9.94,10.00/10.00,100.0
,2,2,2,2,"Artificial intelligence, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, Python",24,B.Tech,,2024,,,,,75.0
,2,2,2,2,"HTML, MySQL, Bootstrap, CSS, Creative Writing, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), JavaScript, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, jQuery, Computer Networks, Computer Vision, Data Analytics, Data Science, Data Structures, MS-Excel, Node.js, PHP, ReactJS, WordPress",24,B.Tech,Computer Science & Engineering,2024,,,,10.00/10.00,75.0
,2,2,1,1,"English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Computer Vision, Data Analytics, Data Science, Deep Learning, Natural Language Processing (NLP), SQL",24,,,0,,,,,75.0
,3,2,0,1,"Python, C Programming, C++ Programming, CSS, Data Analytics, Data Structures, Flask, HTML, Machine Learning, OpenCV, Deep Learning, SQLite",24,Bachelor of Engineering (B.E),,2025,,,,,87.5
